"","year","division","arrest_count"
"51122",2016,"D13",1
"51123",2018,"D51",2
"51124",2016,"D11",4
"51125",2017,"D53",1
"51126",2019,"D52",2
"51127",2017,"D55",3
"51128",2016,"D53",2
"51129",2016,"D32",1
"51130",2017,"D23",2
"51131",2014,"D23",7
"51132",2022,"D13",3
"51133",2022,"D22",4
"51134",2015,"D14",2
"51135",2021,"D41",2
"51136",2021,"D52",1
"51137",2015,"D31",2
"51138",2018,"D43",4
"51139",2021,"D22",1
"51140",2020,"D14",1
"51141",2022,"D43",3
"51142",2018,"D11",17
"51143",2016,"D53",1
"51144",2015,"D23",3
"51145",2014,"D22",1
"51146",2016,"D51",1
"51147",2017,"D41",11
"51148",2014,"D41",10
"51149",2022,"D33",4
"51150",2019,"D14",7
"51151",2021,"D11",1
"51152",2022,"D22",1
"51153",2022,"D41",1
"51154",2021,"D11",2
"51155",2022,"D42",1
"51156",2015,"D12",1
"51157",2014,"D42",4
"51158",2015,"D12",2
"51159",2016,"D42",1
"51160",2015,"D11",1
"51161",2017,"D32",4
"51162",2016,"D11",1
"51163",2019,"D11",1
"51164",2014,"D14",2
"51165",2021,"D51",1
"51166",2020,"D41",8
"51167",2019,"D55",1
"51168",2021,"D14",4
"51169",2014,"D13",3
"51170",2019,"D22",14
"51171",2016,"D33",1
"51172",2021,"D55",5
"51173",2017,"D55",1
"51174",2018,"D11",1
"51175",2019,"D53",1
"51176",2020,"D33",1
"51177",2018,"D53",8
"51178",2018,"D12",1
"51179",2019,"D31",1
"51180",2019,"D32",2
"51181",2016,"D51",1
"51182",2015,"D43",1
"51183",2015,"D12",4
"51184",2021,"D33",2
"51185",2017,"D51",6
"51186",2014,"D33",1
"51187",2019,"D11",1
"51188",2017,"D12",1
"51189",2016,"D42",1
"51190",2014,"D41",4
"51191",2019,"D11",5
"51192",2021,"D41",2
"51193",2016,"D31",1
"51194",2022,"D55",1
"51195",2019,"D14",14
"51196",2019,"D14",1
"51197",2020,"D14",1
"51198",2016,"D13",1
"51199",2021,"D41",4
"51200",2016,"D33",7
"51201",2017,"D23",1
"51202",2020,"D51",15
"51203",2017,"D33",2
"51204",2014,"D55",1
"51205",2016,"D12",1
"51206",2018,"D13",4
"51207",2014,"D55",1
"51208",2022,"D51",4
"51209",2015,"D43",4
"51210",2014,"D32",3
"51211",2015,"D32",2
"51212",2019,"D23",1
"51213",2019,"D33",1
"51214",2014,"D11",12
"51215",2019,"D23",1
"51216",2016,"D52",1
"51217",2019,"D11",3
"51218",2020,"D33",2
"51219",2022,"D41",1
"51220",2016,"D32",4
"51221",2018,"D43",15
"51222",2015,"D55",2
"51223",2016,"D14",2
"51224",2020,"D55",3
"51225",2014,"D42",1
"51226",2016,"D12",1
"51227",2021,"D55",4
"51228",2015,"D12",7
"51229",2018,"D14",1
"51230",2021,"D53",1
"51231",2015,"D22",1
"51232",2018,"D52",17
"51233",2018,"D11",1
"51234",2022,"D52",11
"51235",2016,"D22",1
"51236",2016,"D12",1
"51237",2015,"D12",1
"51238",2014,"D13",2
"51239",2017,"D32",1
"51240",2014,"D55",1
"51241",2019,"D55",1
"51242",2017,"D14",1
"51243",2015,"D31",3
"51244",2014,"D42",2
"51245",2022,"D51",1
"51246",2021,"D43",1
"51247",2014,"D31",1
"51248",2014,"D43",1
"51249",2021,"D14",3
"51250",2020,"D11",2
"51251",2020,"D11",1
"51252",2019,"D51",1
"51253",2017,"D43",1
"51254",2015,"D23",3
"51255",2019,"D14",25
"51256",2015,"D32",2
"51257",2022,"D43",1
"51258",2016,"D14",2
"51259",2014,"D11",4
"51260",2015,"D22",1
"51261",2021,"D52",2
"51262",2022,"D43",3
"51263",2021,"D55",1
"51264",2020,"D12",1
"51265",2016,"D22",1
"51266",2017,"D43",6
"51267",2020,"D11",7
"51268",2019,"D53",2
"51269",2014,"D52",19
"51270",2014,"D13",3
"51271",2017,"D42",2
"51272",2015,"D53",2
"51273",2021,"D13",1
"51274",2014,"D33",1
"51275",2017,"D32",1
"51276",2015,"D11",1
"51277",2018,"D41",1
"51278",2018,"D42",1
"51279",2021,"D11",2
"51280",2016,"D55",4
"51281",2016,"D11",2
"51282",2015,"D14",1
"51283",2020,"D13",1
"51284",2019,"D51",5
"51285",2017,"D31",4
"51286",2021,"D52",1
"51287",2022,"D51",17
"51288",2014,"D14",3
"51289",2014,"D11",1
"51290",2015,"D22",1
"51291",2019,"D14",13
"51292",2016,"D43",1
"51293",2021,"D31",1
"51294",2022,"D22",1
"51295",2015,"D33",1
"51296",2020,"D32",18
"51297",2017,"D31",7
"51298",2017,"D55",5
"51299",2022,"D12",5
"51300",2022,"D22",3
"51301",2015,"D55",11
"51302",2015,"D12",1
"51303",2014,"D41",29
"51304",2018,"D12",1
"51305",2014,"D23",1
"51306",2022,"D14",1
"51307",2018,"D14",2
"51308",2020,"D14",1
"51309",2015,"D12",2
"51310",2018,"D43",1
"51311",2020,"D41",6
"51312",2014,"D12",1
"51313",2022,"D42",2
"51314",2022,"D12",1
"51315",2017,"D55",1
"51316",2022,"D42",6
"51317",2017,"D32",6
"51318",2018,"D55",1
"51319",2014,"D55",5
"51320",2015,"D33",5
"51321",2015,"D41",1
"51322",2014,"D13",2
"51323",2015,"D12",1
"51324",2020,"D42",1
"51325",2020,"D52",2
"51326",2020,"D12",2
"51327",2014,"D33",1
"51328",2019,"D43",21
"51329",2021,"D14",1
"51330",2022,"D41",13
"51331",2018,"D14",1
"51332",2021,"D53",1
"51333",2020,"D42",3
"51334",2016,"D32",3
"51335",2019,"D43",2
"51336",2019,"D55",4
"51337",2016,"D31",3
"51338",2019,"D33",1
"51339",2017,"D55",1
"51340",2018,"D42",3
"51341",2016,"D31",1
"51342",2017,"D22",3
"51343",2016,"D55",3
"51344",2019,"D31",1
"51345",2014,"D43",2
"51346",2021,"D43",5
"51347",2017,"D23",2
"51348",2018,"D33",1
"51349",2021,"D43",3
"51350",2019,"D55",5
"51351",2016,"D42",2
"51352",2018,"D11",2
"51353",2017,"D51",1
"51354",2022,"D42",1
"51355",2018,"D43",10
"51356",2014,"D22",1
"51357",2014,"D43",18
"51358",2015,"D31",7
"51359",2014,"D53",1
"51360",2018,"D42",3
"51361",2020,"D55",1
"51362",2018,"D13",2
"51363",2015,"D52",134
"51364",2015,"D55",2
"51365",2015,"D42",2
"51366",2015,"D53",3
"51367",2016,"D33",1
"51368",2014,"D14",1
"51369",2021,"D42",3
"51370",2016,"D52",1
"51371",2019,"D53",2
"51372",2018,"D41",1
"51373",2018,"D22",2
"51374",2019,"D55",4
"51375",2022,"D53",1
"51376",2016,"D22",1
"51377",2015,"D22",10
"51378",2020,"D23",1
"51379",2020,"D51",1
"51380",2020,"D33",1
"51381",2022,"D42",1
"51382",2017,"D43",1
"51383",2020,"D31",1
"51384",2014,"D32",3
"51385",2021,"D42",2
"51386",2014,"D33",4
"51387",2018,"D53",4
"51388",2014,"D53",1
"51389",2017,"D32",1
"51390",2017,"D22",1
"51391",2016,"D33",1
"51392",2017,"D22",2
"51393",2015,"D23",1
"51394",2018,"D12",1
"51395",2016,"D31",8
"51396",2022,"D42",1
"51397",2020,"D32",1
"51398",2015,"D13",2
"51399",2017,"D51",1
"51400",2022,"D31",1
"51401",2015,"D14",1
"51402",2021,"D53",1
"51403",2022,"D43",2
"51404",2019,"D14",2
"51405",2018,"D22",2
"51406",2015,"D32",1
"51407",2014,"D13",3
"51408",2014,"D55",2
"51409",2017,"D23",1
"51410",2018,"D23",2
"51411",2016,"D41",4
"51412",2018,"D22",1
"51413",2021,"D23",1
"51414",2017,"D12",1
"51415",2018,"D11",1
"51416",2017,"D32",1
"51417",2018,"D32",1
"51418",2014,"D13",1
"51419",2019,"D52",1
"51420",2021,"D43",3
"51421",2015,"D52",1
"51422",2022,"D31",1
"51423",2018,"D32",1
"51424",2017,"D14",11
"51425",2014,"D11",15
"51426",2021,"D14",1
"51427",2020,"D13",1
"51428",2017,"D11",1
"51429",2014,"D55",5
"51430",2016,"D14",4
"51431",2018,"D22",1
"51432",2015,"D22",2
"51433",2016,"D33",2
"51434",2016,"D14",4
"51435",2019,"D43",2
"51436",2015,"D11",1
"51437",2019,"D43",1
"51438",2019,"D22",1
"51439",2018,"D23",6
"51440",2016,"D52",1
"51441",2018,"D41",1
"51442",2015,"D32",1
"51443",2017,"D41",1
"51444",2014,"D52",13
"51445",2022,"D51",4
"51446",2020,"D51",1
"51447",2016,"D32",1
"51448",2016,"D43",11
"51449",2018,"D55",2
"51450",2021,"D12",1
"51451",2022,"D53",1
"51452",2015,"D51",2
"51453",2014,"D53",1
"51454",2016,"D14",23
"51455",2015,"D14",1
"51456",2022,"D55",9
"51457",2017,"D41",1
"51458",2016,"D11",2
"51459",2020,"D55",2
"51460",2015,"D53",1
"51461",2020,"D42",7
"51462",2017,"D33",4
"51463",2016,"D22",7
"51464",2017,"D41",1
"51465",2020,"D31",2
"51466",2017,"D32",1
"51467",2015,"D41",1
"51468",2014,"D32",1
"51469",2021,"D53",6
"51470",2015,"D52",2
"51471",2019,"D31",1
"51472",2014,"D55",1
"51473",2017,"D51",4
"51474",2015,"D52",1
"51475",2017,"D14",1
"51476",2015,"D14",1
"51477",2021,"D42",1
"51478",2014,"D31",1
"51479",2022,"D43",2
"51480",2019,"D11",1
"51481",2017,"D11",1
"51482",2016,"D33",1
"51483",2017,"D51",2
"51484",2021,"D12",6
"51485",2015,"D53",3
"51486",2021,"D42",1
"51487",2018,"D33",1
"51488",2022,"D55",1
"51489",2014,"D42",13
"51490",2014,"D22",2
"51491",2016,"D43",1
"51492",2017,"D12",1
"51493",2022,"D43",1
"51494",2021,"D14",1
"51495",2018,"D32",1
"51496",2014,"D12",11
"51497",2016,"D55",2
"51498",2014,"D55",4
"51499",2017,"D11",2
"51500",2015,"D43",3
"51501",2022,"D53",2
"51502",2014,"D14",1
"51503",2016,"D31",16
"51504",2015,"D32",1
"51505",2016,"D22",6
"51506",2020,"D55",1
"51507",2019,"D12",2
"51508",2015,"D31",1
"51509",2017,"D12",8
"51510",2020,"D42",1
"51511",2016,"D22",1
"51512",2017,"D42",2
"51513",2021,"D41",4
"51514",2022,"D53",1
"51515",2017,"D23",5
"51516",2018,"D31",1
"51517",2020,"D41",3
"51518",2021,"D53",1
"51519",2017,"D12",2
"51520",2015,"D32",1
"51521",2019,"D14",1
"51522",2015,"D53",2
"51523",2018,"D52",1
"51524",2017,"D22",8
"51525",2017,"D12",1
"51526",2016,"D23",9
"51527",2019,"D14",2
"51528",2016,"D41",1
"51529",2019,"D41",1
"51530",2017,"D55",5
"51531",2019,"D23",1
"51532",2016,"D12",2
"51533",2015,"D11",5
"51534",2015,"D55",7
"51535",2019,"D33",1
"51536",2019,"D43",2
"51537",2021,"D41",1
"51538",2016,"D23",9
"51539",2018,"D53",1
"51540",2015,"D51",1
"51541",2015,"D55",3
"51542",2017,"D13",3
"51543",2015,"D12",1
"51544",2016,"D22",1
"51545",2022,"D13",2
"51546",2021,"D41",2
"51547",2020,"D32",5
"51548",2020,"D32",1
"51549",2021,"D12",4
"51550",2021,"D32",3
"51551",2015,"D51",1
"51552",2014,"D11",2
"51553",2017,"D32",1
"51554",2020,"D22",2
"51555",2019,"D51",4
"51556",2020,"D32",1
"51557",2015,"D11",1
"51558",2017,"D12",9
"51559",2017,"D33",1
"51560",2014,"D52",1
"51561",2014,"D14",43
"51562",2019,"D14",3
"51563",2018,"D43",1
"51564",2018,"D55",7
"51565",2019,"D55",1
"51566",2020,"D43",2
"51567",2018,"D14",4
"51568",2015,"D55",2
"51569",2017,"D41",2
"51570",2014,"D33",2
"51571",2015,"D33",1
"51572",2020,"D23",3
"51573",2014,"D55",6
"51574",2017,"D23",7
"51575",2017,"D31",1
"51576",2021,"D52",2
"51577",2014,"D52",14
"51578",2017,"D42",1
"51579",2021,"D52",1
"51580",2019,"D52",79
"51581",2022,"D23",1
"51582",2021,"D31",1
"51583",2022,"D14",5
"51584",2014,"D42",4
"51585",2018,"D55",6
"51586",2015,"D51",5
"51587",2015,"D12",1
"51588",2016,"D43",9
"51589",2020,"D52",1
"51590",2018,"D55",3
"51591",2021,"D14",4
"51592",2020,"D31",8
"51593",2021,"D43",1
"51594",2019,"D22",3
"51595",2019,"D55",2
"51596",2014,"D11",1
"51597",2019,"D32",2
"51598",2019,"D42",6
"51599",2022,"D12",2
"51600",2015,"D13",2
"51601",2015,"D14",1
"51602",2016,"D33",1
"51603",2017,"D31",1
"51604",2014,"D13",2
"51605",2017,"D42",1
"51606",2014,"D55",1
"51607",2015,"D55",3
"51608",2018,"D32",4
"51609",2021,"D41",2
"51610",2017,"D53",1
"51611",2017,"D11",4
"51612",2022,"D22",2
"51613",2020,"D13",1
"51614",2018,"D14",2
"51615",2016,"D41",1
"51616",2020,"D33",2
"51617",2016,"D11",1
"51618",2017,"D13",1
"51619",2015,"D43",9
"51620",2015,"D53",4
"51621",2017,"D14",2
"51622",2017,"D11",2
"51623",2015,"D13",5
"51624",2014,"D42",4
"51625",2014,"D53",1
"51626",2019,"D41",1
"51627",2017,"D41",4
"51628",2021,"D13",1
"51629",2022,"D31",2
"51630",2021,"D13",1
"51631",2016,"D14",1
"51632",2018,"D53",1
"51633",2015,"D12",13
"51634",2018,"D11",1
"51635",2018,"D11",1
"51636",2018,"D55",9
"51637",2018,"D22",1
"51638",2017,"D43",2
"51639",2021,"D12",1
"51640",2014,"D52",4
"51641",2016,"D55",3
"51642",2018,"D32",3
"51643",2017,"D32",4
"51644",2015,"D11",4
"51645",2022,"D41",1
"51646",2016,"D13",2
"51647",2019,"D31",5
"51648",2016,"D43",1
"51649",2021,"D55",2
"51650",2022,"D13",5
"51651",2016,"D31",1
"51652",2016,"D12",1
"51653",2015,"D52",1
"51654",2018,"D14",1
"51655",2022,"D32",1
"51656",2017,"D43",7
"51657",2015,"D41",11
"51658",2014,"D31",6
"51659",2014,"D23",36
"51660",2021,"D14",1
"51661",2015,"D53",1
"51662",2019,"D42",3
"51663",2015,"D43",1
"51664",2016,"D11",3
"51665",2016,"D23",4
"51666",2014,"D55",1
"51667",2015,"D51",2
"51668",2015,"D33",1
"51669",2015,"D41",3
"51670",2016,"D43",3
"51671",2017,"D12",1
"51672",2019,"D52",1
"51673",2020,"D32",2
"51674",2019,"D51",15
"51675",2022,"D52",10
"51676",2022,"D12",1
"51677",2015,"D51",2
"51678",2018,"D33",1
"51679",2018,"D55",1
"51680",2016,"D33",4
"51681",2015,"D41",3
"51682",2015,"D42",3
"51683",2018,"D53",2
"51684",2018,"D41",4
"51685",2017,"D41",7
"51686",2021,"D51",27
"51687",2017,"D41",6
"51688",2015,"D11",17
"51689",2021,"D11",10
"51690",2015,"D33",1
"51691",2014,"D31",2
"51692",2017,"D55",1
"51693",2022,"D23",5
"51694",2019,"D23",1
"51695",2021,"D52",2
"51696",2021,"D42",1
"51697",2018,"D12",1
"51698",2021,"D55",11
"51699",2019,"D32",1
"51700",2021,"D31",5
"51701",2018,"D51",9
"51702",2020,"D23",1
"51703",2019,"D12",2
"51704",2020,"D32",9
"51705",2019,"D22",2
"51706",2022,"D14",1
"51707",2017,"D32",2
"51708",2016,"D43",7
"51709",2022,"D22",4
"51710",2021,"D51",11
"51711",2016,"D53",2
"51712",2017,"D52",3
"51713",2016,"D23",1
"51714",2022,"D43",4
"51715",2021,"D53",1
"51716",2021,"D41",1
"51717",2019,"D13",1
"51718",2014,"D43",1
"51719",2016,"D42",1
"51720",2020,"D42",1
"51721",2022,"D52",2
"51722",2014,"D55",4
"51723",2022,"D43",1
"51724",2019,"D41",1
"51725",2017,"D42",1
"51726",2020,"D31",1
"51727",2018,"D11",1
"51728",2020,"D55",1
"51729",2016,"D12",5
"51730",2014,"D14",6
"51731",2022,"D41",4
"51732",2020,"D41",3
"51733",2018,"D32",1
"51734",2017,"D13",2
"51735",2019,"D43",9
"51736",2015,"D33",2
"51737",2018,"D23",2
"51738",2018,"D43",2
"51739",2018,"D13",3
"51740",2014,"D53",4
"51741",2022,"D41",3
"51742",2014,"D55",3
"51743",2015,"D41",1
"51744",2021,"D12",4
"51745",2018,"D23",1
"51746",2019,"D43",1
"51747",2021,"D55",1
"51748",2019,"D22",1
"51749",2022,"D22",2
"51750",2018,"D11",7
"51751",2021,"D11",3
"51752",2016,"D22",1
"51753",2014,"D22",2
"51754",2016,"D41",1
"51755",2015,"D55",1
"51756",2016,"D52",32
"51757",2017,"D22",1
"51758",2022,"D14",1
"51759",2016,"D31",5
"51760",2021,"D51",3
"51761",2015,"D51",7
"51762",2015,"D12",7
"51763",2022,"D14",8
"51764",2020,"D51",1
"51765",2014,"D42",1
"51766",2016,"D32",1
"51767",2019,"D41",3
"51768",2016,"D52",1
"51769",2022,"D11",1
"51770",2021,"D51",1
"51771",2016,"D32",1
"51772",2019,"D14",1
"51773",2018,"D52",1
"51774",2022,"D52",5
"51775",2020,"D55",9
"51776",2020,"D51",2
"51777",2015,"D41",1
"51778",2015,"D41",3
"51779",2018,"D31",3
"51780",2021,"D12",1
"51781",2019,"D11",1
"51782",2022,"D51",5
"51783",2017,"D32",1
"51784",2019,"D33",1
"51785",2020,"D43",1
"51786",2020,"D41",3
"51787",2015,"D13",1
"51788",2021,"D33",1
"51789",2016,"D53",6
"51790",2016,"D14",1
"51791",2021,"D13",1
"51792",2014,"D55",1
"51793",2015,"D14",2
"51794",2019,"D11",1
"51795",2014,"D22",1
"51796",2021,"D32",5
"51797",2016,"D51",1
"51798",2015,"D53",1
"51799",2022,"D52",1
"51800",2015,"D32",1
"51801",2018,"D33",1
"51802",2015,"D31",3
"51803",2016,"D14",3
"51804",2017,"D43",32
"51805",2016,"D51",1
"51806",2014,"D11",1
"51807",2017,"D13",8
"51808",2021,"D51",3
"51809",2021,"D55",1
"51810",2017,"D13",1
"51811",2022,"D32",5
"51812",2018,"D12",1
"51813",2017,"D41",4
"51814",2015,"D23",3
"51815",2022,"D22",1
"51816",2022,"D14",1
"51817",2017,"D22",1
"51818",2016,"D23",1
"51819",2022,"D55",4
"51820",2022,"D11",2
"51821",2016,"D31",1
"51822",2020,"D14",4
"51823",2017,"D43",2
"51824",2018,"D53",1
"51825",2014,"D55",1
"51826",2020,"D14",3
"51827",2018,"D23",1
"51828",2020,"D41",1
"51829",2021,"D31",3
"51830",2017,"D14",2
"51831",2020,"D32",1
"51832",2015,"D55",1
"51833",2017,"D42",1
"51834",2016,"D31",1
"51835",2020,"D31",1
"51836",2019,"D41",2
"51837",2022,"D14",2
"51838",2022,"D55",10
"51839",2019,"D43",4
"51840",2018,"D12",5
"51841",2018,"D52",7
"51842",2019,"D55",2
"51843",2016,"D42",2
"51844",2021,"D33",1
"51845",2019,"D32",17
"51846",2017,"D11",1
"51847",2018,"D53",2
"51848",2022,"D52",1
"51849",2020,"D33",1
"51850",2021,"D12",1
"51851",2017,"D41",1
"51852",2017,"D13",1
"51853",2015,"D13",1
"51854",2022,"D23",1
"51855",2020,"D12",12
"51856",2022,"D33",2
"51857",2017,"D51",1
"51858",2017,"D22",1
"51859",2019,"D41",8
"51860",2022,"D42",1
"51861",2016,"D55",1
"51862",2019,"D53",8
"51863",2017,"D23",1
"51864",2020,"D23",23
"51865",2018,"D22",1
"51866",2016,"D32",1
"51867",2018,"D51",5
"51868",2020,"D31",5
"51869",2017,"D31",4
"51870",2020,"D23",1
"51871",2019,"D42",3
"51872",2021,"D52",2
"51873",2014,"D53",1
"51874",2022,"D12",10
"51875",2018,"D31",5
"51876",2017,"D55",1
"51877",2014,"D13",8
"51878",2015,"D55",2
"51879",2016,"D41",1
"51880",2021,"D13",1
"51881",2020,"D12",11
"51882",2021,"D53",1
"51883",2018,"D43",3
"51884",2018,"D41",6
"51885",2014,"D55",2
"51886",2014,"D51",1
"51887",2019,"D13",7
"51888",2015,"D13",1
"51889",2016,"D55",4
"51890",2022,"D33",3
"51891",2020,"D32",2
"51892",2016,"D13",2
"51893",2022,"D11",1
"51894",2022,"D51",1
"51895",2020,"D13",1
"51896",2016,"D14",1
"51897",2021,"D13",2
"51898",2014,"D33",1
"51899",2020,"D51",8
"51900",2017,"D14",11
"51901",2020,"D31",1
"51902",2020,"D22",2
"51903",2021,"D52",8
"51904",2021,"D52",4
"51905",2016,"D14",1
"51906",2020,"D11",1
"51907",2020,"D22",3
"51908",2017,"D11",1
"51909",2015,"D22",1
"51910",2014,"D43",3
"51911",2020,"D55",1
"51912",2019,"D51",9
"51913",2022,"D43",7
"51914",2016,"D32",1
"51915",2016,"D14",1
"51916",2020,"D32",1
"51917",2014,"D42",8
"51918",2019,"D51",1
"51919",2018,"D14",1
"51920",2018,"D13",5
"51921",2022,"D14",5
"51922",2021,"NSA",4
"51923",2014,"D55",3
"51924",2020,"D11",1
"51925",2016,"D41",1
"51926",2015,"D31",1
"51927",2021,"D43",4
"51928",2021,"D31",1
"51929",2020,"D55",1
"51930",2022,"D14",2
"51931",2014,"D12",11
"51932",2020,"D52",12
"51933",2021,"D42",1
"51934",2015,"D14",3
"51935",2016,"D42",1
"51936",2018,"D23",13
"51937",2016,"D12",1
"51938",2014,"D52",2
"51939",2020,"D55",1
"51940",2017,"D41",3
"51941",2022,"D32",8
"51942",2018,"D43",3
"51943",2019,"D55",1
"51944",2018,"D31",4
"51945",2017,"D31",19
"51946",2014,"D33",1
"51947",2019,"D13",2
"51948",2019,"D55",14
"51949",2018,"D32",2
"51950",2014,"D55",9
"51951",2016,"D11",1
"51952",2017,"D41",1
"51953",2017,"D31",1
"51954",2021,"D33",1
"51955",2016,"D51",12
"51956",2021,"D52",9
"51957",2019,"D14",4
"51958",2022,"D12",23
"51959",2015,"D14",1
"51960",2014,"D51",1
"51961",2018,"D55",9
"51962",2014,"D11",8
"51963",2014,"D51",1
"51964",2017,"D12",1
"51965",2020,"D55",1
"51966",2020,"D42",1
"51967",2022,"D41",22
"51968",2014,"D51",1
"51969",2022,"D14",1
"51970",2015,"D42",3
"51971",2021,"D51",2
"51972",2014,"D42",1
"51973",2019,"D32",1
"51974",2018,"D41",2
"51975",2015,"D32",1
"51976",2015,"D55",3
"51977",2018,"D53",2
"51978",2021,"D42",2
"51979",2014,"D55",5
"51980",2019,"D33",1
"51981",2018,"D51",36
"51982",2022,"D12",3
"51983",2019,"D55",1
"51984",2021,"D22",3
"51985",2020,"D55",1
"51986",2014,"D53",2
"51987",2015,"D32",1
"51988",2019,"D51",1
"51989",2020,"D22",1
"51990",2014,"D55",4
"51991",2022,"D13",2
"51992",2022,"D33",6
"51993",2018,"D33",6
"51994",2018,"D53",1
"51995",2014,"D14",1
"51996",2019,"D52",3
"51997",2021,"D12",1
"51998",2016,"D14",1
"51999",2015,"D42",7
"52000",2018,"D11",1
"52001",2015,"D22",1
"52002",2015,"D55",3
"52003",2017,"D14",7
"52004",2018,"D52",6
"52005",2015,"D55",4
"52006",2015,"D53",1
"52007",2020,"D13",1
"52008",2016,"D12",3
"52009",2015,"D42",3
"52010",2022,"D11",1
"52011",2017,"D42",3
"52012",2019,"D43",1
"52013",2020,"D22",1
"52014",2014,"D12",1
"52015",2016,"D23",6
"52016",2014,"D12",4
"52017",2019,"D33",1
"52018",2016,"D22",2
"52019",2014,"D14",1
"52020",2019,"D32",8
"52021",2019,"D42",2
"52022",2014,"D12",1
"52023",2018,"D43",1
"52024",2014,"D43",1
"52025",2015,"D22",2
"52026",2021,"D43",1
"52027",2019,"D23",4
"52028",2017,"D52",4
"52029",2014,"D22",2
"52030",2019,"D43",1
"52031",2021,"D55",8
"52032",2018,"D43",24
"52033",2014,"D12",3
"52034",2015,"D22",1
"52035",2016,"D13",2
"52036",2014,"D31",1
"52037",2016,"D14",3
"52038",2017,"D41",2
"52039",2022,"D55",6
"52040",2017,"D14",1
"52041",2016,"D32",1
"52042",2020,"D12",1
"52043",2014,"D41",5
"52044",2021,"D53",1
"52045",2019,"D12",1
"52046",2014,"D14",1
"52047",2015,"D22",1
"52048",2020,"D32",5
"52049",2017,"D31",1
"52050",2014,"D33",8
"52051",2020,"D23",2
"52052",2015,"D13",1
"52053",2015,"D55",1
"52054",2015,"D52",2
"52055",2015,"D32",2
"52056",2020,"D41",6
"52057",2015,"D31",1
"52058",2016,"D42",1
"52059",2019,"D22",1
"52060",2021,"D43",2
"52061",2017,"D51",2
"52062",2016,"D55",17
"52063",2017,"D22",1
"52064",2014,"D12",1
"52065",2015,"D12",1
"52066",2014,"D23",2
"52067",2015,"D12",2
"52068",2016,"D55",2
"52069",2017,"D32",1
"52070",2017,"D31",1
"52071",2016,"D32",11
"52072",2022,"D41",1
"52073",2018,"D13",2
"52074",2019,"D42",1
"52075",2020,"D23",1
"52076",2014,"D31",1
"52077",2016,"D41",3
"52078",2015,"D41",6
"52079",2021,"D41",1
"52080",2015,"D14",4
"52081",2020,"D11",2
"52082",2021,"D13",2
"52083",2018,"D14",1
"52084",2018,"D51",3
"52085",2019,"D31",8
"52086",2015,"D11",1
